Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,street,city,state,zip,dob,trans_num,merch_lat,merch_long,lat,long,city_pop,job,dob_year,is_fraud
210,2023-07-20,4113524009159664,Amazon,shopping,263.36673672188914,John,Johnson,Oak Ave,Los Angeles,NY,47030,1993-12-24,TXN000210,-79.50650330477573,145.82812600601324,-24.63683211186553,-11.880208968040733,2170957,Doctor,1980,0
211,2023-09-10,4726839340718571,Starbucks,gas,296.52187209805425,John,Brown,Main St,Los Angeles,IL,37007,2000-06-05,TXN000211,89.71582210627932,-23.54124460778877,81.28864124996184,112.3319854893578,4324083,Manager,1966,0
212,2023-08-26,4080056228597274,Target,online,377.079705151345,John,Johnson,Pine Rd,Chicago,IL,86772,1998-09-07,TXN000212,45.4324416695041,-4.2867863046086825,80.33560185750974,-123.86933652138225,1531876,Doctor,1980,0
213,2023-03-23,4992065114887227,Target,grocery,313.6215261070517,Sarah,Brown,Oak Ave,New York,NY,32024,2022-01-07,TXN000213,65.50259693294038,153.87222113379443,-63.918241324677716,104.38137711613388,4614156,Teacher,1997,0
214,2023-09-17,4731919136703448,Amazon,grocery,302.1393229613783,Jane,Smith,Main St,Los Angeles,NY,49384,2008-12-22,TXN000214,27.215588177162346,7.556899913768575,-58.08397436592392,-156.87531069932848,5884900,Manager,1972,0
215,2023-03-28,4587758076071516,Starbucks,shopping,31.48965914195643,Mike,Williams,Pine Rd,Chicago,CA,92912,2003-08-14,TXN000215,64.13132304841722,-4.464562302158072,65.28133265974006,-110.14060311158221,8762212,Teacher,1955,0
216,2023-04-29,4858942579548679,Target,online,191.38249245570267,Jane,Williams,Oak Ave,Los Angeles,CA,28157,1998-02-13,TXN000216,-69.77106451283231,28.198476973549504,-19.30303459355055,56.21389722113955,4936528,Manager,1979,0
217,2023-09-30,4882145281524762,Target,gas,119.86759115207222,John,Johnson,Pine Rd,Los Angeles,NY,95481,2021-07-11,TXN000217,-27.407189599323196,68.12270509066269,-89.21268318905832,127.77323634398562,406605,Engineer,1956,0
218,2023-08-26,4694835590895814,Target,grocery,136.35820524297785,Sarah,Williams,Pine Rd,Los Angeles,NY,98553,1997-06-12,TXN000218,67.75576984880868,-141.5219849686687,-40.70307245303322,-89.03533401383434,5370985,Manager,1997,0
219,2023-11-06,4355963857967019,Starbucks,online,279.39704979847073,Jane,Johnson,Main St,Los Angeles,IL,11756,2006-07-25,TXN000219,-53.702061971959395,115.59978998694578,17.573218775200786,-62.21102190159134,7474567,Manager,1989,0
220,2023-08-29,4192672093360505,Starbucks,gas,103.75513089015618,John,Johnson,Main St,Los Angeles,NY,78112,2017-02-01,TXN000220,-75.9164222555959,-23.218190116826662,53.867873872794235,13.363469383226374,4803480,Doctor,1991,0
221,2023-07-27,4223760002726803,Amazon,grocery,150.50480500336428,Mike,Brown,Oak Ave,New York,NY,68051,2013-06-29,TXN000221,51.861409190139426,-153.95453643690522,-65.99004892321328,-103.83378966385116,3747644,Doctor,1995,0
222,2023-02-04,4525761816297998,CVS,grocery,122.35693071608334,Mike,Johnson,Main St,New York,IL,74595,2014-07-20,TXN000222,60.387508015793316,103.02576091135671,-70.10255440498764,112.01625417150206,7008673,Teacher,1960,0
223,2023-05-15,4295321956563677,Target,gas,474.50895689300637,Mike,Brown,Oak Ave,Chicago,NY,88210,2007-02-02,TXN000223,-60.72260072581789,-44.29801019294206,75.97667764301968,98.5091922020739,7944968,Teacher,1983,0
224,2023-04-07,4049549351087997,CVS,gas,472.6095374246921,John,Williams,Pine Rd,New York,CA,53094,2021-06-15,TXN000224,63.782276900888775,-143.86770176578057,45.20670620806487,-127.69498369231863,8116954,Teacher,1961,0
225,2023-03-31,4339659961845587,Starbucks,shopping,306.9210715050456,Sarah,Johnson,Pine Rd,New York,CA,97889,2018-04-02,TXN000225,33.618203207490524,48.1604542355702,16.16032814005412,-13.02129654601245,4729704,Manager,1994,0
226,2023-12-22,4148311914062344,Starbucks,online,462.63862202229046,Jane,Johnson,Oak Ave,New York,IL,14535,1998-08-22,TXN000226,3.614882978985108,136.84728723611101,48.453622199267045,98.9379959956637,8303081,Manager,1996,0
227,2023-05-24,4447111359168431,Starbucks,online,393.9772595068447,Mike,Smith,Pine Rd,Los Angeles,NY,66035,2019-01-10,TXN000227,59.4450347006493,139.59126338903508,-12.80621496480508,-58.56136880277067,8889100,Teacher,1976,0
228,2023-11-22,4321023726312379,CVS,shopping,297.0242019868953,John,Johnson,Main St,Los Angeles,CA,57367,2016-01-03,TXN000228,-14.535135122586155,164.75885093123037,46.52203451564279,47.918456178383394,4279865,Engineer,1961,0
229,2023-08-19,4021944387754484,Starbucks,grocery,8.185429690913878,John,Johnson,Pine Rd,Chicago,CA,27118,2009-05-30,TXN000229,-55.0810878797885,132.37396551600767,-23.07546157058357,-161.92327627527382,4846773,Engineer,1962,0
230,2023-10-18,4211606983903617,Amazon,gas,387.395561609305,Jane,Smith,Main St,Chicago,CA,69812,2007-07-02,TXN000230,-38.726518210089544,-179.22926903562893,-46.06297695133158,39.12795379055447,4789074,Manager,1957,0
231,2023-07-03,4234571499651655,Starbucks,gas,352.7317290862921,Mike,Smith,Oak Ave,Chicago,CA,69884,2000-02-10,TXN000231,0.9295232927966595,-43.113180091179515,41.222415832734356,-125.04492719978148,8455233,Engineer,1965,0
232,2023-07-30,4368113699449552,Walmart,gas,309.55055837479495,John,Williams,Oak Ave,Los Angeles,NY,76168,2009-08-04,TXN000232,5.639542681171633,114.67532876598108,-14.458987411691709,119.0099970412025,1000055,Engineer,1978,0
233,2023-06-29,4440111589224212,CVS,grocery,381.4100342828235,Jane,Johnson,Pine Rd,New York,NY,23280,1999-04-28,TXN000233,55.00454875942205,-48.148917840549274,86.64787877871507,-52.03819311102775,9833687,Teacher,1984,0
234,2023-03-13,4691865095663953,Walmart,gas,258.89647156350907,Sarah,Williams,Pine Rd,New York,NY,24746,2004-06-19,TXN000234,52.443490257420194,36.55746229669421,-27.092667184541824,-78.64060941784955,8943863,Engineer,1978,0
235,2023-09-21,4357813616766446,Starbucks,gas,353.52121930406287,Sarah,Williams,Main St,Los Angeles,NY,63251,2019-08-12,TXN000235,14.645980296823481,38.27410105483153,75.91093569559186,122.72003161613458,7216009,Engineer,1980,0
236,2023-04-13,4829438594752677,Amazon,shopping,467.9101829296142,Sarah,Smith,Main St,Chicago,CA,94821,2018-04-26,TXN000236,50.54138700578574,-48.5908905460237,77.93325874207432,-161.94815169414832,5989212,Manager,1962,0
237,2023-01-09,4675236105164810,Target,grocery,191.0234828438127,Mike,Brown,Pine Rd,Chicago,IL,93583,2009-11-25,TXN000237,-55.48077750713922,145.61061382126354,-46.4664695283457,-37.22083223963588,3898439,Manager,1961,0
238,2023-08-24,4656600671888088,Starbucks,online,355.52030827580955,Jane,Williams,Pine Rd,Chicago,IL,20207,2011-02-08,TXN000238,-80.98838512320702,1.1622043390023293,53.67981268584239,-46.7987253929887,6120044,Manager,1951,0
239,2023-03-06,4276118949119995,Amazon,shopping,240.46546991542456,Jane,Brown,Oak Ave,Los Angeles,CA,81127,2000-09-17,TXN000239,67.25408807424603,-12.677685862499715,-12.046589073978282,-77.4718652701617,9137593,Engineer,1982,0
240,2023-12-10,4088398620970408,CVS,shopping,338.82782764792086,John,Johnson,Oak Ave,Chicago,CA,37757,2005-08-04,TXN000240,-76.40019112270147,179.10494843828252,75.15445090146264,148.23155952053173,6285589,Teacher,1957,0
241,2023-12-15,4129225791816458,Walmart,online,382.6322010994102,John,Smith,Oak Ave,Chicago,IL,26226,2011-05-14,TXN000241,-45.59608264608049,-2.339868933858014,-8.97763092565701,90.33422166602003,4680660,Doctor,1990,0
242,2023-11-30,4704605487435442,Walmart,shopping,27.498987715719,John,Johnson,Pine Rd,Los Angeles,IL,71407,2017-11-19,TXN000242,35.157410932389226,-115.77662930571083,43.974669120725906,-156.98766089090205,6955889,Manager,1989,0
243,2023-05-16,4198286381884968,Walmart,grocery,325.06721975458765,Jane,Johnson,Pine Rd,New York,CA,37206,2016-03-15,TXN000243,-16.29937122708435,4.704992230837689,-5.945866350516383,77.28748179658345,3551450,Manager,1998,0
244,2023-01-06,4749386335296075,CVS,gas,117.23688628143756,John,Smith,Pine Rd,Los Angeles,CA,30256,2005-10-01,TXN000244,67.73651458479159,113.04602478717482,-48.995863971685885,9.827687926365826,6399576,Manager,1990,0
245,2023-12-05,4540378057329709,Amazon,grocery,336.6661062147455,Jane,Johnson,Oak Ave,Los Angeles,NY,43822,2010-04-23,TXN000245,-36.36363696079148,99.6697176833813,-54.11697678995647,144.31244198456852,5928949,Teacher,1981,0
246,2023-06-06,4728559676276174,CVS,online,236.82344203723767,Jane,Smith,Pine Rd,Los Angeles,NY,51340,2007-07-26,TXN000246,-87.86315759951533,103.88943543904958,-13.422385033857793,-67.33957775459095,2821047,Doctor,1987,0
247,2023-12-19,4882149699597621,Walmart,online,387.9086072231192,Sarah,Brown,Main St,Los Angeles,IL,62234,2017-11-20,TXN000247,-35.88198469906606,74.88856223924824,45.989038262558694,26.69831985944984,5498392,Doctor,1977,0
248,2023-12-18,4972334254618715,Starbucks,shopping,66.08340352677024,John,Johnson,Pine Rd,New York,CA,53351,2003-02-17,TXN000248,14.053508853269705,-88.48158153599225,18.912867332538028,0.27189890675495576,1246236,Manager,1964,0
249,2023-11-08,4209540055599776,Target,grocery,315.02956406981656,Sarah,Smith,Pine Rd,Chicago,IL,58671,1997-06-11,TXN000249,-22.3310924274072,130.35027090248332,33.95327218209779,-3.7580737580619257,3814178,Engineer,1972,0
250,2023-04-18,4319724992537511,CVS,grocery,142.84301081913839,Mike,Williams,Pine Rd,Los Angeles,NY,85320,2015-04-09,TXN000250,6.277096036575941,141.63964753545542,-39.18125686825036,-15.802056173803464,9945201,Manager,1973,0
251,2023-05-21,4096344454000881,CVS,online,427.2260876886428,Mike,Johnson,Pine Rd,New York,NY,45157,2008-04-07,TXN000251,67.78766139030336,-110.10502921732234,-3.34163772763101,-105.97338880837874,9768559,Manager,1962,0
252,2023-11-07,4835607673298784,Amazon,grocery,464.5498352899722,Mike,Brown,Pine Rd,Chicago,IL,29937,1993-10-03,TXN000252,74.24730976146634,-133.0359708414982,-82.00885230552115,92.0555720972614,4430047,Engineer,1970,0
253,2023-04-26,4211112822053088,Amazon,online,498.21715537113243,Jane,Smith,Main St,Chicago,NY,64290,2013-01-05,TXN000253,-42.12466836225982,171.21778869208032,57.155834872461725,-17.519028213856075,3367027,Engineer,1961,0
254,2023-03-03,4680738926999272,CVS,grocery,399.02366420150526,Jane,Johnson,Main St,Chicago,CA,56707,2005-03-01,TXN000254,-6.814714811417872,132.59662691413246,88.18058920317745,165.06585900093808,7324257,Manager,1962,0
255,2023-07-23,4756241015981981,Walmart,grocery,378.09836486186225,Jane,Johnson,Pine Rd,Los Angeles,IL,21219,2020-04-19,TXN000255,8.845922743461216,141.5650129955808,-16.761768727559243,-86.10896621060053,7522129,Teacher,1988,0
256,2023-12-08,4484280574205593,Target,grocery,111.67287563943776,John,Johnson,Oak Ave,Los Angeles,CA,19399,2004-11-01,TXN000256,80.84024223988447,139.09549846478228,-88.0265424363222,65.78778226573479,2011754,Teacher,1972,0
257,2023-09-12,4215046100929638,Amazon,online,171.32349420010382,Sarah,Brown,Pine Rd,Chicago,CA,37657,2020-04-25,TXN000257,89.75111744958923,15.007256652142217,-59.43732488082948,158.65814867007902,2763082,Engineer,1999,0
258,2023-07-28,4467026057051301,Walmart,shopping,235.51285817232835,Jane,Smith,Pine Rd,Chicago,NY,30047,1994-03-31,TXN000258,-47.626695208525206,52.70462519968788,27.454837995075394,58.844996285793314,3609696,Manager,1995,0
259,2023-02-05,4663444460896345,Starbucks,grocery,387.8236186522136,Sarah,Williams,Pine Rd,Chicago,CA,86095,2001-07-19,TXN000259,40.85637684224679,16.33062676811099,20.174277276694653,133.65824674226207,3487150,Teacher,1992,0
260,2023-08-13,4218449308887161,Amazon,online,457.9081032135945,Sarah,Williams,Oak Ave,Chicago,IL,95693,1999-05-17,TXN000260,-21.954408798024872,-161.56571429148153,51.8156495253979,117.89314551252221,8492936,Manager,1977,0
261,2023-12-28,4914732777861262,Walmart,online,98.62385451137739,Sarah,Williams,Oak Ave,Chicago,CA,82154,2001-11-23,TXN000261,-88.54052456048161,88.38111072699814,-44.300878027007734,-50.35762242395862,1976845,Manager,1963,0
262,2023-02-21,4294536149139561,Walmart,grocery,461.5719049117009,John,Smith,Oak Ave,Chicago,CA,54891,2005-04-28,TXN000262,-88.33454596153757,1.9195320009168881,47.45374479848414,36.04461837821876,1709219,Manager,1966,0
263,2023-07-09,4038992592396715,Target,grocery,349.33420291525874,John,Williams,Main St,New York,CA,16780,2009-07-07,TXN000263,-7.098118638793963,53.17526692448271,33.837123874260556,-123.74591766791198,1296916,Teacher,1973,0
264,2023-11-17,4269590594111335,Target,shopping,307.3315116890941,Mike,Brown,Oak Ave,Chicago,CA,37050,1997-04-08,TXN000264,-2.0997156592197683,0.9503297911927007,-31.893390411508207,12.789317770415835,5539222,Doctor,1983,0
265,2023-09-28,4307631861063996,Starbucks,online,103.92142928456006,Mike,Smith,Main St,Los Angeles,CA,83551,1994-04-26,TXN000265,-85.93745461678031,-2.947923963915855,8.187866650253156,-97.0480901468386,8459809,Manager,1997,0
266,2023-09-12,4571220320012296,Walmart,online,32.48489124052952,Sarah,Johnson,Main St,Los Angeles,NY,78666,2008-01-16,TXN000266,33.64693501937444,-118.15592058800394,-63.49071447030119,87.74525338288043,6636871,Teacher,1971,0
267,2023-09-14,4560092137777374,Walmart,gas,286.39012476143023,Mike,Brown,Oak Ave,Los Angeles,IL,92016,1995-01-28,TXN000267,-37.07939005290844,-79.66306254918638,-8.538389381595124,10.101031881164857,6514266,Doctor,1959,0
268,2023-05-12,4674684811117096,Target,online,327.50026324780174,Sarah,Johnson,Oak Ave,Chicago,NY,63010,2005-07-07,TXN000268,10.780758276470891,-122.81303090017592,68.61552112001536,-31.958149452602214,2023279,Engineer,1957,0
269,2023-04-18,4278665789792971,Amazon,shopping,109.33681743057068,John,Williams,Oak Ave,Los Angeles,IL,48165,2006-11-11,TXN000269,-35.834566830224624,-109.56013357487673,-14.18555163142966,-83.23304537988808,9133801,Teacher,1970,0
270,2023-10-23,4675863034328923,Amazon,gas,280.4458218836009,John,Brown,Main St,New York,IL,21528,2009-05-18,TXN000270,-59.915823323524705,170.27185695130976,61.12200716557595,179.53145346286328,3008811,Doctor,1986,0
271,2023-10-23,4577508962362451,CVS,gas,428.9642343674739,John,Smith,Pine Rd,Chicago,IL,59608,2016-09-23,TXN000271,-16.70872705220245,-124.87915952200856,16.245605746745,-154.18421248142423,8881729,Teacher,1956,0
272,2023-11-13,4621488692326510,Target,gas,418.3576430002349,Jane,Brown,Oak Ave,Los Angeles,IL,15914,2022-11-22,TXN000272,-48.19079433770986,-83.06264725012525,-55.462191641575785,-164.3181549939288,5353233,Doctor,1975,0
273,2023-11-30,4106628938566014,CVS,grocery,464.0408143902171,Sarah,Johnson,Oak Ave,New York,IL,47136,2015-10-06,TXN000273,6.264175845450254,32.61227678589057,14.599124045621352,-101.78733582220876,3929059,Doctor,1962,0
274,2023-07-06,4677327770714570,Target,grocery,186.1134757306558,John,Smith,Oak Ave,New York,CA,21179,2007-09-21,TXN000274,-54.210864548433605,39.664287445191064,1.0769992482714201,169.58608510601505,8042835,Teacher,1965,0
275,2023-07-03,4761220903829711,Starbucks,online,162.43453841270477,Sarah,Brown,Main St,Los Angeles,NY,96008,2011-08-12,TXN000275,1.5130757960328651,-124.56931329222154,-18.24455966465088,172.5257405951944,5647759,Engineer,1979,0
276,2023-10-19,4848288671870341,Walmart,gas,375.9658729605003,Mike,Brown,Main St,New York,NY,22076,2009-07-23,TXN000276,-61.67186732360384,105.73827328267646,-68.46652088710734,55.773984517968955,180316,Manager,1980,0
277,2023-08-26,4683044900519957,Starbucks,shopping,218.40064052301747,Mike,Brown,Pine Rd,Los Angeles,CA,34783,1993-08-08,TXN000277,30.775447707441288,102.673032448617,-14.992440507498628,136.83840019430568,873996,Doctor,1954,0
278,2023-09-14,4881368009311102,Target,grocery,48.3365886937514,John,Brown,Oak Ave,New York,IL,56716,2012-07-02,TXN000278,45.70878319945632,-94.56562648659921,-76.90277227686713,-102.97377689731366,9593333,Manager,1981,0
279,2023-10-18,4424420253293694,Walmart,shopping,144.98655968189738,Sarah,Smith,Main St,Chicago,NY,60298,2009-06-12,TXN000279,-70.12903783501193,-76.08013103683423,-72.22157074822478,169.93515390358448,5024236,Engineer,1965,0
280,2023-11-21,4654381921590971,Amazon,shopping,212.1982313380871,John,Johnson,Pine Rd,Chicago,CA,64304,2019-01-01,TXN000280,-5.795565833278943,157.67563156541888,-15.135024072111122,-128.59745394975673,8811721,Manager,1996,0
281,2023-05-04,4408371669274637,Amazon,grocery,149.79563061074475,Mike,Brown,Oak Ave,Chicago,CA,89360,2021-07-25,TXN000281,-77.24309388212275,117.2417205526121,-35.031333245676535,-143.594932254603,4525363,Manager,1958,0
282,2023-05-18,4479158254582737,CVS,grocery,169.44175761892419,John,Smith,Main St,Chicago,NY,79835,1999-10-04,TXN000282,17.672840197560433,71.20693190250859,76.59797865520022,-139.60384587098176,3062033,Teacher,1971,0
283,2023-02-04,4910350931270667,Target,grocery,150.4190735563234,Sarah,Johnson,Oak Ave,Chicago,NY,18118,2005-11-23,TXN000283,-42.407226372663835,-150.39604025618382,-22.3729550315513,26.32605237812328,8344206,Teacher,1993,0
284,2023-07-31,4607302578712075,Target,grocery,25.542087755624326,Mike,Brown,Oak Ave,Los Angeles,IL,86292,2000-03-13,TXN000284,4.972402230967418,-29.424930875072732,46.41446197297802,101.15078425849885,5093496,Engineer,1989,0
285,2023-01-14,4339940716135666,Amazon,gas,320.3618769080991,Jane,Johnson,Main St,Chicago,IL,66911,2018-07-06,TXN000285,3.142981689172416,21.348673947657716,5.444554745923696,-47.999815965132086,8687649,Teacher,1994,0
286,2023-06-19,4677820266871954,Starbucks,gas,300.6597480749673,Mike,Johnson,Main St,Chicago,NY,83489,2005-11-10,TXN000286,76.38378231488409,-112.5319363258403,36.73542035562038,172.04255560300555,7004096,Doctor,1986,0
287,2023-07-18,4648945808040685,Walmart,gas,328.4248317469469,Jane,Smith,Main St,Chicago,IL,25185,2015-05-26,TXN000287,8.834980062370121,-18.638430441039162,-43.179123057228146,-23.608750277401384,3781655,Engineer,1963,0
288,2023-04-15,4788778235531948,Starbucks,gas,100.1933985366456,John,Johnson,Oak Ave,Chicago,CA,51792,2016-03-01,TXN000288,14.93972634929682,36.369315895928395,79.54289511089922,-125.83852172164214,9298889,Teacher,1965,0
289,2023-08-04,4923073820782300,Starbucks,online,151.3489980981802,John,Smith,Oak Ave,New York,IL,90210,2022-08-28,TXN000289,-17.702437362411544,-62.14439515845628,5.4159294445963155,-12.251970652990792,3266846,Teacher,1992,0
290,2023-01-12,4473298668620084,Amazon,gas,311.7098838377365,Sarah,Brown,Pine Rd,Chicago,IL,60613,2019-02-04,TXN000290,80.83432857290703,101.14013482217536,59.63833283134494,64.45337955207836,5572344,Engineer,1969,0
291,2023-01-14,4302048057583903,Amazon,grocery,301.8156463876611,Jane,Johnson,Oak Ave,Chicago,CA,43927,2013-09-24,TXN000291,49.89346369912974,122.56184938996995,-24.291775174299573,119.60128098157634,3883680,Doctor,1993,0
292,2023-10-28,4493896163614507,Amazon,shopping,255.63350313036256,John,Johnson,Main St,Los Angeles,IL,10386,2019-07-02,TXN000292,-38.62704774548852,-63.50059100373453,-71.96195717090558,-14.843415615626554,5059025,Engineer,1964,0
293,2023-05-12,4086109888915397,CVS,gas,178.4545587550477,Jane,Williams,Oak Ave,New York,CA,82728,1993-06-12,TXN000293,61.95772543972177,121.9165756172846,31.268096589752787,33.698457377700294,2663381,Teacher,1993,0
294,2023-02-16,4452524855017170,Starbucks,online,456.9008473634715,John,Brown,Pine Rd,Los Angeles,IL,86281,2013-10-01,TXN000294,-12.168655166683806,-142.7124362029146,-88.60326329926359,-83.7559036228128,7056492,Teacher,1975,0
295,2023-07-10,4002840400663076,Target,grocery,173.18626993792768,Mike,Brown,Pine Rd,Chicago,NY,40020,2019-02-04,TXN000295,59.1600858360469,121.58247550415626,-4.4472642182085025,52.52994950598503,7642959,Engineer,1958,0
296,2023-10-09,4012543423112250,Walmart,shopping,230.53148243643955,John,Williams,Main St,Los Angeles,IL,52678,2017-01-13,TXN000296,58.11985229283036,-125.00984459965802,-55.29565752003734,174.9498998221237,2412321,Doctor,1950,0
297,2023-03-20,4341713625031410,CVS,shopping,340.6663463223333,Sarah,Williams,Main St,Los Angeles,NY,96695,2005-05-20,TXN000297,-56.00336638268621,-150.14622509649863,22.927590798365188,-162.3407138683942,8939343,Doctor,1984,0
298,2023-08-16,4967717208633788,Target,gas,273.7956082790482,Mike,Smith,Pine Rd,Chicago,NY,71394,2021-01-30,TXN000298,36.205403649043845,51.03914559876404,86.29557716481338,139.1510414538604,5793881,Manager,1993,0
299,2023-02-01,4237211918120142,Starbucks,shopping,176.70855830037084,Sarah,Smith,Pine Rd,New York,NY,78945,1997-02-23,TXN000299,-37.6842655248244,-10.10254832809403,-6.40747686228373,22.421700996308203,7216757,Doctor,1969,0
300,2023-01-19,4986677856691078,Amazon,gas,220.64417127597235,Mike,Johnson,Pine Rd,New York,NY,66414,1994-03-06,TXN000300,-36.45131940131972,146.8406161486198,57.14968617462,-89.24448255757203,8141322,Engineer,1994,0
301,2023-07-13,4691915684572976,Starbucks,gas,398.26800483748553,Jane,Johnson,Main St,Los Angeles,NY,64816,2015-08-10,TXN000301,-36.65734616149547,-49.25188940729427,1.4011536512017813,163.76029560333285,2813627,Doctor,1955,0
302,2023-07-17,4874515302561492,Walmart,grocery,142.67393196587315,Sarah,Johnson,Pine Rd,Chicago,CA,65918,2009-07-05,TXN000302,40.60228456079068,-76.62518516245368,-0.74879440127566,-5.992450898796392,5206816,Doctor,1991,0
303,2023-08-21,4567059576752151,CVS,grocery,75.41634368952363,John,Johnson,Pine Rd,Los Angeles,CA,72694,2022-05-04,TXN000303,-48.631312477343506,0.26456621191141494,77.47622877218001,-60.59150939758118,69834,Manager,1959,0
304,2023-09-23,4318392921144100,CVS,online,160.01578490573965,Jane,Smith,Main St,Los Angeles,CA,39455,2003-10-18,TXN000304,-89.83694965570376,-15.859373123281927,70.19385637440266,-114.66085382249719,5859228,Doctor,1997,0
305,2023-12-23,4899416554728155,Walmart,grocery,425.5194366665111,John,Brown,Oak Ave,Los Angeles,NY,48735,2010-08-05,TXN000305,38.74263362687395,-56.00590336181223,51.444083733835384,-91.99720430760165,8117315,Manager,1982,0
306,2023-07-08,4111513533255037,Target,grocery,49.049908853891594,Mike,Johnson,Oak Ave,Chicago,IL,22109,2014-11-27,TXN000306,-59.18674610967745,69.7468675313983,-36.67396440297886,119.82565497291932,7223499,Manager,1965,0
307,2023-04-28,4732358516769723,Target,gas,495.88955631936363,Mike,Brown,Pine Rd,Chicago,CA,55802,2016-10-20,TXN000307,-71.19316884458976,93.44226020900697,8.101514830309299,41.187603354179686,6758655,Doctor,1985,0
308,2023-10-18,4167776640941617,CVS,grocery,272.79643496919294,John,Johnson,Oak Ave,New York,IL,78020,2003-05-25,TXN000308,-47.24709829306918,127.07422885084918,-49.6984980049767,148.76842301579376,6713529,Teacher,1955,0
309,2023-04-09,4499936400849842,CVS,gas,492.49864326371153,John,Williams,Oak Ave,Chicago,IL,44622,2010-07-11,TXN000309,-21.61790598191328,170.22837769572345,-10.094994351622844,-96.4913572231971,8240362,Engineer,1968,0
310,2023-06-10,4020201756884584,Amazon,gas,469.8032289325589,Jane,Johnson,Oak Ave,Los Angeles,NY,12597,2017-08-13,TXN000310,-4.336861054823871,-84.00377083229839,-2.841648163237693,-136.39011341439547,8272900,Engineer,1980,0
311,2023-01-29,4309662973322489,Target,grocery,229.1427885344038,John,Johnson,Oak Ave,Los Angeles,NY,50597,2002-05-06,TXN000311,-81.97739267172645,77.79365369638617,59.695207230479554,-177.8084888487876,5705265,Doctor,1951,0
312,2023-01-10,4699789310196577,Walmart,online,103.2530819296478,Sarah,Johnson,Pine Rd,New York,NY,50954,2006-01-23,TXN000312,84.70319987292487,-38.06703522153171,71.28510575849876,2.830333541757767,9599334,Engineer,1967,0
313,2023-12-18,4657506262003427,Target,online,86.61796439974353,Sarah,Smith,Oak Ave,Chicago,CA,79519,1997-04-05,TXN000313,38.891349615520454,63.7495099023989,-15.368388768633992,179.3904949375157,9353686,Engineer,1991,0
314,2023-11-02,4187198716799310,Amazon,shopping,123.79473511562897,John,Williams,Oak Ave,Los Angeles,NY,66115,2019-06-25,TXN000314,-31.82506824161949,-8.646591474280683,-86.8131998868173,70.18749677471001,2894453,Manager,1977,0
315,2023-09-12,4111745569860515,CVS,shopping,356.51565707944593,Sarah,Johnson,Main St,New York,CA,53151,1999-06-13,TXN000315,-32.63449368862848,177.7583169964554,65.11929116208384,-68.97794689254741,9771952,Teacher,1953,0
316,2023-05-30,4535486450807078,CVS,grocery,140.11024739208648,John,Johnson,Pine Rd,New York,CA,27040,2002-10-23,TXN000316,-9.262341113677309,82.40476888466998,-58.62983786975508,135.6690898894218,2278299,Engineer,1950,0
317,2023-03-05,4615357110579954,Amazon,online,174.00550845412766,Jane,Brown,Main St,Los Angeles,CA,54772,2019-07-22,TXN000317,22.724068097345935,162.89686815635685,21.938753500270835,101.42001575566547,1152252,Teacher,1996,0
318,2023-02-27,4076357147734201,Walmart,gas,227.14550797733432,Sarah,Williams,Main St,Los Angeles,CA,73832,2002-03-04,TXN000318,-63.6528480139858,120.58903781322687,-85.50523792185639,-174.45054021244587,5780827,Engineer,1991,0
319,2023-04-02,4181373716484732,CVS,shopping,457.0501768086209,Sarah,Johnson,Pine Rd,Chicago,NY,37916,2009-10-07,TXN000319,-55.99263352230858,145.0443640188136,-18.08883445309843,114.06977299476807,3585314,Teacher,1999,0
320,2023-07-20,4550904218766978,Starbucks,gas,98.74974185299881,John,Brown,Oak Ave,New York,CA,54871,1994-09-03,TXN000320,64.69822491003916,113.19091099728297,87.47285438076295,-71.81036739414145,903320,Teacher,1965,0
321,2023-09-18,4770673752375825,CVS,shopping,7.4881435418525415,Sarah,Brown,Main St,Los Angeles,NY,36372,2018-10-04,TXN000321,-43.87411369996694,-14.702713064671912,-71.87515180131544,-126.11755274990361,7932505,Engineer,1994,0
322,2023-08-29,4543329838430228,Starbucks,grocery,34.74772313719423,Mike,Smith,Pine Rd,New York,NY,71707,2003-09-24,TXN000322,-21.564900364468045,-89.35615679512162,-13.735232640064382,-98.52089769465316,3797152,Manager,1996,0
323,2023-04-13,4364549246869216,Amazon,online,452.8593391316584,Jane,Brown,Oak Ave,Chicago,CA,49080,2011-07-21,TXN000323,66.82893317102108,-46.68473683781201,-34.71300896580861,-11.311270424949953,2580289,Teacher,1951,0
324,2023-12-15,4681021937283865,Amazon,shopping,325.52065009746474,Jane,Johnson,Pine Rd,Los Angeles,NY,52722,1994-04-26,TXN000324,29.36660929196806,-172.71495624961784,72.91586220988756,-27.04754625551604,2243355,Teacher,1985,0
325,2023-09-27,4085793712531555,CVS,online,140.15510656726434,Sarah,Smith,Main St,Chicago,IL,39048,2013-02-09,TXN000325,-28.491861718496097,8.637540287280189,66.48121942332392,-76.00057222527838,9964270,Engineer,1950,0
326,2023-07-22,4662935082054109,Target,gas,92.71028800053959,Sarah,Smith,Oak Ave,New York,NY,95205,1994-02-27,TXN000326,33.065918230431734,1.8208080973471397,-47.21422314487881,-118.00140400546823,1509163,Teacher,1988,0
